:ID,author:string
8983315,Ahmed H. Sameh
8983359,Al Geist
8983400,John R. Gilbert
8983401,Laura Grigori
8983405,Karl Fürlinger
8983474,Pradip Bose
8983520,Jenq Kuen Lee
8983521,Rong-Guey Chang
8983545,Roger Wattenhofer
8983603,Marat Valiev
8983725,Ioannis T. Pavlidis
8983753,Min Shi
8983765,Katherine A. Austin
8983900,Roger Strand
8983983,Yang Liu
8984117,Haiyan Wang
8984198,Ning Wang
8984273,Md Zahidul Islam 0001
8984403,Min Li
8984420,Mirjam Sophia Glessmer
8984436,Hui Wang
8984453,Harry Dankowicz
8984476,Qian Wang
8984565,Yang Zhang
8984632,Abeer Alsadoon
8984634,P. W. C. Prasad
8984677,Hao Li
8984697,Ying Tang
8984782,Jong Yong Abdiel Foo
8985004,Michael Fire
8985086,Sebastian Köhler
8985526,Wei Liu
8985620,Ying Zhang
8985855,Fan Wang
8985874,Yishay Mansour
8985878,Jason D. Hartline
8985919,Lars Ehlers
8985965,Juan Gabriel Rodríguez
8986265,Masaki Aoyagi
8986305,Hans Gersbach
8986351,Fei Li
8986356,Penélope Hernández
8986484,Éva Tardos
8986547,Jaume Ventura
8986645,Edward J. Anderson
8986650,Jing Li
8986685,Jennifer Wortman Vaughan
8986688,David M. Pennock
8986714,Daniel Sanches
8986766,Paolo G. Piacquadio
8986774,Stefan Wrzaczek
8986862,Anna Bogomolnaia
8986867,Adriana Piazza
8986878,Joseph Y. Halpern
8986879,Rafael Pass
8986938,José A. Scheinkman
8986988,Yan Xiong
8987182,Yan Chen
8987222,Ruqu Wang
8987302,Ron Holzman
8987376,Stefano Lovo
8987440,Ulrich Horst
8987464,Chung Yi Tse
8987612,Yi Chen
8987617,Azarakhsh Malekian
8987636,Juan J. Vidal-Puga
8987664,Jun Liu
8987671,Richard Stong
8987713,Shouyang Wang
8987766,Rene Saran
8987840,Amparo Urbano
8987852,Ryan Webb
8987868,Peter M. Kort
8987875,Chen Zhou
8987901,Gustavo Bergantiños
8987916,Wenli Wang
8987984,Liang Dai
8988000,Jaehoon Kim
8988062,Barton L. Lipman
8988084,Wei Xiong
8988181,Lucas Manuelli
8988278,Feng Gao
8988329,Benjamin Van Roy
8988397,Ravi Bansal
8988439,Jean-Paul Décamps
8988505,Haiyang Huang
8988532,Gang Li 0009
8988602,Tharam S. Dillon
8988648,Hui Zhang
8988659,Carlos Castillo 0001
8988673,Alessandro Ricci
8988679,Zhining Liao
8988702,Milind Tambe
8988724,Frédérique Laforest
8988739,Wei Yang
8988742,Zhihong Tian
8988745,Bo Liu
8988767,Jun Ma
8988773,Salvatore Vitabile
8988775,Vincenzo Conti
8988776,Filippo Sorbello
8988779,Iyad Rahwan
8988787,Haofen Wang
8988796,Tianyong Hao
8988806,Helder Coelho
8988815,Jun'ichi Toyoda
8988824,Dong Xu
8988827,Nicholas R. Jennings
8988837,Reda Alhajj
8988877,Li Li
8988879,Xin Li
8988895,Ling Chen 0005
8988900,Mirko Viroli
8988925,Helmut Prendinger
8988944,Min Xu
8988947,James Harland
8988959,Rong Xie
8988986,Jian Zhang
8989000,Xia Wang
8989024,Matthias Gallé
8989028,Eleni Stroulia
8989036,Jun Shu
8989057,Yi Cai 0001
8989059,Haoran Xie 0001
8989068,Dawei Song 0001
8989095,Bolun Chen
8989119,Jun Ota 0001
8989174,Rainer Alt
8989243,Xinjun Mao
8989268,Yi Jin 0001
8989274,Tao Xiang
8989275,Yang Li
8989395,Tat-Seng Chua
8989415,Hui Sun
8989500,Yong Xu 0001
8989605,Bin Guo 0001
8989622,Cao Xiao
8989684,Amon Rapp
8989802,Mohammad Tavakolian
8989827,Xiangfeng Luo
8989847,Roozbeh Jafari
8989866,Chang Tang
8989934,Guozhen Zhao
8989935,Yong-Jin Liu
8989936,Yuanchun Shi
8989983,Wei Yin
8989988,Zhizhong Li
8989989,Greg A. Jamieson
8989995,Changbo Wang
8990000,Rosa H. M. Chan
8990021,Hongyu Zhao
8990025,Xin Shi
8990068,Dongmin Shin
8990119,Eduardo Velloso
8990130,Anastasios Tefas
8990219,Guangjun Liu
8990229,Björn M. Eskofier
8990237,Alejandro Carrasco
8990248,Ligang Yao
8990262,Yan Liu
8990297,Danilo De Rossi
8990315,Qing Wang
8990317,Xin Wang
8990322,Mohammed Hossny
8990323,Saeid Nahavandi
8990379,Feng Xia 0001
8990383,Jianhua Ma
8990409,Luca Chittaro
8990435,Meng Li
8990472,Fei Gao
8990492,Long Chen
8990517,Gerard Jounghyun Kim
8990582,Guanglong Du
8990584,Chunquan Li 0001
8990585,Peter X. Liu
8990587,Alan R. Wagner
8990628,Xia Zhang
8990643,Miroslav Pajic
8990653,Li Yu
8990677,Yi Liu
8990716,Katerina Kabassi
8990717,Maria Virvou
8990744,Yuan Yan Tang
8990758,Ji Ming
8990769,Zeng-Guang Hou
8990810,Andrey Kiselev
8990813,Amy Loutfi
8990815,Yee Wei Law
8990831,Chen Chen 0001
8990832,Nasser Kehtarnavaz
8990842,Alun D. Preece
8990905,Jiang Li 0001
8990913,Chris Baber
8990921,Giuseppe Serra 0001
8990928,Qinghua Huang
8990947,Jie Wang
8990975,Aaron M. Dollar
8990979,Yongzhen Huang
8990986,Syed Ali Raza Zaidi
8990994,Ramon Blanco-Gonzalo
8990995,Ines Goicoechea-Telleria
8991004,Z. Jane Wang 0001
8991014,Xiangrui Zeng
8991029,Sihua Yi
8991030,Wenyu Liu 0001
8991046,Yuichi Kurita
8991050,Toshio Tsuji
8991119,Pan Zhang
8991122,Jianwei Zhang
8991128,Javier Ruiz-del-Solar
8991135,Abbas Khosravi
8991151,Hassan Ghasemzadeh 0001
8991167,Petar Markovic
8991175,Dimitris N. Metaxas
8991177,Shaoting Zhang
8991178,Kang Li 0004
8991213,Min Hu
8991221,Naixue Xiong
8991242,Lionel M. Ni
8991261,Chris Xiaoxuan Lu
8991262,Niki Trigoni
8991310,Fumin Shen
8991336,Mo Chen
8991385,Qiang Li
8991398,Yafei Wang
8991419,Yoshua Bengio
8991457,Martin Gonzalez-Rodriguez
8991458,Daniel Fernández Lanvin
8991491,Jong-Hwan Kim 0001
8991536,Yingxiang Liu
8991675,Iftekhar A. Karimi
8991727,Xuefeng Yan
8991732,Antonio Espuña Camarasa
8991733,Luis Puigjaner
8991830,Jietae Lee
8991837,Wei Wang
8991878,Asgeir Tomasgard
8991881,Nilay Shah
8991886,Bin Wu
8991888,Pedro M. Castro
8991889,Hossein Mostafaei
8991960,Amiya K. Jana
8991970,Quan Yuan
8992014,Ana Paula F. D. Barbosa-Póvoa
8992059,Fengqi You
8992083,Wei Sun
8992193,Behrooz Karimi
8992205,Bjarne A. Foss
8992212,Pau Herrero
8992216,Pantelis Georgiou
8992240,Ling Zhang
8992248,Chao Shang
8992325,Manoj Kumar
8992349,Goran Strbac
8992384,Paul I. Barton
8992415,Jie Li
8992571,Bo Zhang
8992631,Xi Cheng
8992651,Ling Li
8992737,Qi Chen
8992787,Yichi Zhang
8992817,Zheng Liu
8992829,Selen Cremaschi
8992851,Hui Zhao
8992867,Michael Nikolaou
8992942,Jin Wang
8992971,Alexander Schirrer
8992973,Stefan Jakubek
8992986,Teng Zhou
8993108,Shuo Zhang
8993224,Essam H. Houssein
8993228,M. Hassaballah 0001
8993241,Sergei S. Kucherenko
8993261,Manuel Berenguel
8993290,Wei Zhang
8993437,Konrad Hungerbühler
8993514,Zhou Fang
8993528,Sumit Mitra
8993539,Fei Liu 0001
8993616,Tao Chen 0009
8993697,Harikumar Kandath
8993726,Yan Gao
8993799,Stavros Papadokonstantakis
8993883,Aroonsri Nuchitprasittichai
8993933,Ulrich Fischer 0002
8994149,Artur Alves Pessoa
8994278,Shaoyuan Li
8994293,Ali Esmaili
8994311,Li Wang
8994463,Naiqi Wu
8994466,MengChu Zhou
8994598,Jun Zhao
8994677,Yugeng Xi
8994695,Junwen Luo
8994700,Mingliang Wang
8994708,Marcelo F. Alfradique
8994709,Marcelo Castier
8994779,Michel Kinnaert
8994856,Ye Yuan 0002
8994866,Xiang Li 0029
8995030,Chang-Wan Kim
8995064,J. Yao
8995066,Reza Tavakkoli-Moghaddam
8995081,Min Lin
8995217,Nouri J. Samsatli
8995248,Zsolt Tuza
8995256,Michael A. Henson
8995269,Sergio Lucia
8995383,Xianhui Yang
8995394,Rosa M. Fernández-Cantí
8995395,Vicenç Puig
8995427,Murat Kulahci
8995531,Daniele L. Marchisio
8995552,Johan Springael
8995619,Hongmei Liu
8995649,Jean-Paul Watson
8995685,William Yang
8995733,Ke Wang
8995878,Jun Shang
8995992,Bin Wang
8996056,A. A. Bumann
8996174,Lei Zhao
8996296,A. Bonfill
8996325,Gang George Yin
8996379,David Rincón
8996481,Lei Xu
8996568,Liang Zhang
8996681,Mohsen Karimi
8996730,Daniel Grooms
8996739,Qi Zhang
8996777,Qi Sun
8996790,Mehrbakhsh Nilashi
8996909,Feng Xue
8996925,Bing Wang
8997012,Xia Li
8997049,Klaus-Robert Müller
8997223,Qing Xia
8997254,Michael Stingl
8997275,Shanshan Jiang
8997335,Shuai Zhang
8997342,Yu Liu
8997366,Teresa Escobet
8997367,Joseba Quevedo
8997385,Ye Chen
8997430,Angelo Sifaleras
8997530,Steven W. Su
8997641,Jing Chen
8997687,Wolfgang Hackbusch
8997734,Carlos Morales
8997809,Jun Wu
8997852,Stephen J. Wright
8997870,Chen Yang
8997874,Ke Yang
8998019,Karl-Heinz Küfer
8998097,Tianlong Gu
8998163,Zhongsheng Hou
8998164,Shangtai Jin
8998208,Deepak Kumar
8998293,Shi-Shang Jang
8998303,Masoud Rabbani
8998342,Pierre Collet
8998396,Yuan Zhou
8998397,Junjie Wang
8998451,Edoardo Amaldi
8998454,Yu Zhu
8998473,Andreas Wächter
8998581,Min Huang
8998666,Marc Jacobs
8998671,Chao Wang
8998694,Nikunja Mohan Modak
8998696,José M. Merigó
8998801,Na Luo
8998924,Xia Yang
8998974,Yew-Soon Ong
8999135,Long Yu
8999136,Shuai Wang
8999272,Jinwoo Park
8999382,Satish Kumar
8999474,Zhenwei Cao
8999585,Chen Zhang
8999631,Ling Wang 0001
8999712,Feng Yang
8999726,Josep M. Guerrero
8999792,Tao Shi
8999799,Lei Chen 0064
8999800,Kuangrong Hao
8999822,Konstantinos I. Diamantaras
8999828,Min Chen
9000006,Quan Pan
9000091,Daniel E. Quevedo
9000097,Yang Shen
9000137,Vassilis Kekatos
9000148,Marios M. Polycarpou
9000171,Debasish Chatterjee
9000205,Murat Arcak
9000227,Stefano Di Gennaro
9000230,Maurizio Porfiri
9000235,Balázs Csanád Csáji
9000253,Zhengyuan Zhou
9000277,Lucien Etienne
9000291,Yuanqing Xia
9000305,Boris S. Mordukhovich
9000331,Ceyhun Eksin
9000338,Mario di Bernardo
9000383,Marcel François Heertjes
9000404,Jacquelien M. A. Scherpen
9000432,Dario Piga
9000468,Bruno Sinopoli
9000516,Sehoon Oh
9000542,Masood Parvania
9000552,John S. Baras
9000582,Alberto Speranzon
9000624,Aivar Sootla
9000642,Edvards Scukins
9000643,Petter Ögren
9000652,Xin Xu
9000661,Gang Chen
9000684,Adrian G. Wills
9000687,Stefan Streif
9000728,Bayu Jayawardhana
9000783,Lixian Zhang
9000785,Simone Baldi
9000809,Dimos V. Dimarogonas
9000813,Federica Garin
9000834,Zhiyong Chen 0001
9000910,Alfred O. Hero III
9000934,William Paul Heath
9000936,Qing Han
9000952,Xinzhi Liu
9000966,Andreas A. Malikopoulos
9001066,Le Yi Wang
9001071,Fudong Ge
9001072,YangQuan Chen
9001155,Majid Zamani
9001164,Yongduan Song
9001169,David J. Hill 0001
9001178,Brian D. O. Anderson
9001202,George K. I. Mann
9001257,Rushikesh Kamalapurkar
9001338,Shankarachary Ragi
9001347,Mingyu Cai
9001349,Zhijun Li 0001
9001414,Claire J. Tomlin
9001415,Alexandre Seuret
9001437,Pietro Tesi
9001440,Jingyu Zhang
9001477,Fu Zhang
9001628,Yujie Wang
9001669,Amin Nobakhti
9001683,Saber Jafarizadeh
9001705,S. J. A. M. van den Eijnden
9001706,Henk Nijmeijer
9001722,Charles A. Kamhoua
9001724,Junfei Qiao 0001
9001750,Zongli Lin
9001772,Andrea Cristofaro
9001780,Hamid Reza Karimi
9001783,Lulu Gong
9001784,Ming Cao 0001
9001822,Wenjia Luo
9001823,Cong Zhang
9001824,Imad M. Jaimoukha
9001871,Eugênio B. Castelan
9001879,Wei Zheng
9001914,Vrushabh Zinage
9001921,Quanyan Zhu
9001923,Masako Kishida
9001933,Seddik M. Djouadi
9001948,Stephen John Hogan
9001964,Yu Kawano
9001967,Jonathan P. How
9002014,Mostafa Gilanifar
9002043,Baosen Zhang
9002060,Oliver Sawodny
9002062,Shun-Ichi Azuma
9002086,Bassam Bamieh
9002094,Andrew G. Alleyne
9002107,José Claudio Geromel
9002112,Maria Letizia Corradini
9002205,Jaehyun Yoo
9002214,Amir G. Aghdam
9002237,Stefan Werner 0001
9002279,Vikram Krishnamurthy
9002290,Lillian J. Ratliff
9002297,Junshan Zhang
9002324,Yangquan Chen
9002333,Junhwan Lee
9002334,Nikolaos Gatsis
9002383,Guillaume Bellegarda
9002413,Edwin K. P. Chong
9002414,Ali Pezeshki
9002422,Tao Liu
9002448,Shuo Han
9002493,Brian J. Sauser
9002535,Robert R. Hoffman
9002542,Peter Tarasewich
9002740,Lei-da Chen
9002771,Ingrid Daubechies
9002778,Mindaugas Bloznelis
9002779,Michal Karonski
9002784,Luc Devroye
9002786,Art B. Owen
9002813,Alan M. Frieze
9002855,Robert Endre Tarjan
9002861,Laurent Bulteau
9002864,Massimo Santini 0001
9002894,Van H. Vu
9002899,Stefano Serra Capizzano
9002906,Jan Baumbach
9002915,Sven Rahmann
9002923,Hendrik Molter
9002942,Don Towsley
9002945,Maochao Xu
9002946,William Aiello
9002966,Anthony Ephremides
9002970,Matthew Rocklin
9002972,Parikshit Gopalan
9002977,Martin Haenggi
9002981,Gary L. Miller
9002982,Richard Peng
9003002,Michael W. Mahoney
9003029,Gabriel H. Tucci
9003042,Md. Mostofa Ali Patwary
9003054,Liang Kong
9003067,Massimo Franceschet
9003078,Ricardo A. Baeza-Yates
9003087,Yajun Wang 0001
9003096,Debora Donato
9003099,Nicholas C. Wormald
9003104,Limsoon Wong
9003118,Krishna P. Jagannathan
9003138,Michael Molloy
9003152,Norio Konno
9003166,Trevor I. Fenner
9003179,Paul W. Goldberg
9003246,Tor Skeie
9003275,Werner Winiwarter
9003324,Nicoletta Del Buono
9003365,Mengchi Liu
9003366,Marcelo Mendoza
9003393,Luiz Fernando Capretz
9003394,Faheem Ahmed
9003408,Abdelmajid Ben Hamadou
9003412,Jairo R. Montoya-Torres
9003456,Federica Paganelli
9003500,Christie I. Ezeife
9003520,A Min Tjoa
9003613,Ahmed A. Radwan
9003684,Claudia S. Frydman
9003691,Abdeslam En-Nouaary
9003791,Peter Mandl 0001
9003809,Artur Lugmayr
9003861,Aixin Sun
9003923,Sven Groppe
9003979,Masahiro Ito
9004028,Antonio Vallecillo
9004037,Marcus Specht
9004092,Thierson Rosa
9004112,Bert Zwart
9004120,Kostas Bimpikis
9004175,Hau L. Lee
9004200,Özalp Özer
9004233,Xiting Gong
9004243,Amit Pazgal
9004253,Andrea Lodi 0001
9004255,Paolo Toth
9004258,Guillermo Gallego 0001
9004311,Gérard P. Cachon
9004326,Paul H. Zipkin
9004336,Antonio Moreno
9004502,Shan Li
9004565,Ulrich W. Thonemann
9004638,René Caldentey
9004679,Xiaole Wu
9004786,Kuang Xu
9004837,Kevin F. McCardle
9004838,Kumar Rajaram
9004839,Christopher S. Tang
9004892,Graham Loomes
9004898,Vinayak Deshpande
9004952,Mario Vanhoucke
9004953,Erik Demeulemeester
9004999,Chen Liang
9005088,Peter Bogetoft
9005164,Mark E. Ferguson
9005200,Diwakar Gupta
9005226,Ritu Agarwal
9005263,Luo Zuo
9005267,Matthew Selove
9005316,Debabrata Dey
9005338,Ralph L. Keeney
9005385,John N. Tsitsiklis
9005402,Johnnie E. V. Johnson
9005461,Andrea Bonaccorsi
9005475,Manuel E. Sosa
9005577,Jing Zhao
9005615,Paul E. Fischer
9005649,Sampath Rajagopalan
9005658,Eliezer Z. Prisman
9005659,Jun Li
9005691,Bruce L. Miller
9005699,Steven D. Eppinger
9005713,Daniel Granot
9005714,Frieda Granot
9005841,Yan Wang
9005875,Miguel A. Ferreira
9005876,Pedro Matos
9005892,Hart E. Posen
9005926,Xiang Gao
9006005,Siddhartha Banerjee
9006071,Narayan Ramasubbu
9006089,Ozan Candogan
9006173,Gemai Chen
9006205,Mor Armony
9006215,Jaeki Song
9006255,Anjana Susarla
9006270,Michael Padilla
9006379,Liming Liu
9006398,Ganna Pogrebna
9006459,Madhav V. Rajan
9006479,Kenneth L. Schultz
9006526,Anne Marie Knott
9006528,Peter Thompson
9006599,Yiwei Chen
9006624,Khaled Saleh
9006682,Song Han
9006689,Christophe Bisière
9006736,Ying Liang
9006770,Yi Lu
9006811,Jiaqi Chen
9006823,David Soberman
9006837,J. Leon Zhao
9006915,Roberto Roberti
9006917,Aristide Mingozzi
9006924,Sean P. Willems
9007025,Kai Zheng
9007050,Bernardo A. Huberman
9007083,Ellis L. Johnson
9007139,Tridas Mukhopadhyay
9007193,Rafael Caballero 0002
9007195,Francisco Ruiz 0002
9007200,S. David Wu
9007235,Laurie J. Kirsch
9007237,Dong-Gil Ko
9007244,Saeed Alaei
9007288,Jordan I. Siegel
9007289,Barbara Zepp Larson
9007443,Cheng Yan
9007446,Cláudia Custódio
9007449,Kevin McCabe
9007453,David Bergman
9007462,Michael O. Ball
9007564,Chris F. Kemerer
9007580,Sarv Devaraj
9007690,Govert Vroom
9007708,Hsinchun Chen
9007834,Andrew Lim 0001
9007874,Candace Arai Yano
9007879,Mohan Gopalakrishnan
9007882,Srimathy Mohan
9007955,Petar Momcilovic
9007961,Lyle H. Ungar
9008039,Devavrat Shah
9008108,Michael L. Honig
9008115,Marcos Goycoolea
9008116,Patricio Lamas
9008117,Bernardo K. Pagnoncelli
9008161,Nick Chater
9008174,Mariana Nicolae
9008175,Mazhar Arikan
9008205,Peng Liu
9008305,Tobias Schoenherr
9008306,David Nembhard
9008337,Martin Wetzels
9008427,Stanley Baiman
9008496,Rahul Parsa
9008513,Jyrki Wallenius
9008565,Nahum Shimkin
9008596,Marco LiCalzi
9008649,Zhuo Chen
9008702,Jian Zhou
9008900,Robert F. Easley
9008905,Kevin D. Glazebrook
9008960,Arnold Barnett
9008961,Tuomas Sandholm
9009019,Michele Monaci
9009024,Michael T. Pich
9009066,Yanjun Li
9009071,Lu Wang
9009078,John R. Hauser
9009166,Yuan Wang
9009230,Tobias Kretschmer
9009291,Derek W. Bunn
9009323,John P. Dickerson
9009338,David J. Bryce
9009339,Sidney G. Winter
9009353,Ming-Chi Tsai
9009480,Fang Wu
9009489,Richard Zeckhauser
9009499,Olivia R. Liu Sheng
9009559,Tong Wang
9009576,John McLeod
9009577,Suzette McLeod
9009578,Luca Maria Gambardella
9009579,Andrea Emilio Rizzoli
9009604,A. Martin Wildberger
9009645,Michael van Lent
9009691,Miquel Angel Piera Eroles
9009743,Mohammad Abdollahi Azgomi
9009754,John W. Fowler
9009788,Georgios Mylonas
9009851,Maâmar El-Amine Hamri
9009856,Stephen A. Jarvis
9009931,Humberto E. Garcia
9010060,Yang Hong 0005
9010061,Changcheng Huang
9010062,James Yan
9010068,Mohsen Guizani
9010084,Daniel Simon
9010130,Peter J. Smith 0001
9010142,Joon-Min Gil
9010144,Chong-Sun Hwang
9010146,Young-Sik Jeong
9010197,Peter L. Reiher
9010230,Wentong Cai 0001
9010292,Lei Chen
9010332,Chao Zhang
9010442,Bülent Sankur
9010488,Jue Wang
9010563,Yi Zhang
9010570,Weidong Wang
9010599,Jongsung Kim
9010608,Hyo-Cheol Lee
9010609,Seok-Won Lee
9010627,Amir Hussain 0001
9010654,Michael Georgiopoulos
9010691,Christos V. Verikoukis
9010712,Jong Hyuk Park
9010776,Demosthenes Vouyioukas
9010898,Vincenzo Catania
9010929,Yan Zhou
9010986,Sanjeev Kumar
9011044,Paul Sajda
9011045,Leif H. Finkel
9011065,Mahesh Viswanathan 0001
9011076,Liang Xu
9011182,Fei Liu
9011218,Yongping Zhang
9011289,Linbo Luo
9011321,Zhengchao Dong
9011331,Clifford A. Shaffer
9011335,Yu Zhang
9011358,Byoung Kyu Choi
9011458,Roman Buil
9011530,Paul Gray
9011578,Taieb Znati
9011592,Richard J. Nowakowski
9011652,Francisco Durán 0001
9011671,Shih-Tin Lin
9011679,William H. Sanders
9011802,Shiwei Li
9011881,Ning Pan
9012033,Heidar Ali Shayanfar
9012061,Changjun Hu
9012101,Zhenyuan Jia
9012103,Chi Zhang
9012144,Gerrit K. Janssens
9012146,Mojtaba Mirsalim
9012202,Yi Gu
9012294,A. Bruce McDonald
9012345,Baruch Keren
9012354,Yue Yu
9012426,Fei Tao
9012453,Imran Mahmood
9012466,Xiang Chen
9012543,Xiang Liu
9012648,Hassane Alla
9012684,Fulvio Babich
9012688,Marco Driusso
9012826,Haowen Wang
9012877,Yong Wang
9012884,Yue Hou
9012922,Lenan Wu
9012965,Israel Spiegler
9012977,Gregory Gurevich
9013152,Uwe Aickelin
9013213,Mario Marchese
9013325,Hui Gao
9013415,Dave Roberts
9013422,M. Nedim Alpdemir
9013423,Ahmet Kara 0001
9013424,Halit Oguztüzün
9013434,Lieven Eeckhout
9013440,Peter J. B. King
9013453,Zhiming Zhao
9013515,Ray J. Paul
9013516,Chaomei Chen
9013649,Faisal Riaz
9013692,Debashis De
9013728,Bin Chen
9013753,Masood A. Badri
9013796,Krzysztof Malarz
9013797,Agnieszka Kowalska-Styczen
9013961,Alke Martens
9013996,Boban S. Stojanovic
9014002,Hua Wang
9014080,Iván Martínez-Ortiz
9014088,Baltasar Fernández-Manjón
9014142,Josep Blat
9014207,Manuel Freire 0001
9014221,Sergio Segura
9014272,Rebeca P. Díaz Redondo
9014281,Juan Arturo Nolazco-Flores
9014284,Michael E. Auer
9014406,David Sánchez 0001
9014500,Sabine Graf
9014520,Xavier Ochoa
9014610,Ignacio Aedo
9014857,Cristóbal Romero
9014876,Gustavo R. Alves
9014894,Antonio Calvo-Morata
9014895,Cristina Alonso-Fernández
9014918,Gregorio Robles
9015039,Paloma Díaz
9015040,Kinshuk
9015055,Ellen Francine Barbosa
9015065,Iván José Pérez-Colado
9015202,Athanasios Kehagias
9015203,Georgios Konstantinidis
9015208,Minyi Huang
9015213,Ankur A. Kulkarni
9015248,Boyu Zhang
9015254,Jerome Le Ny
9015275,Jacob Engwerda
9015370,Qiang Wang
9015405,Arno Pauly
9015445,Xiaofeng Wang
9015464,Brian Skyrms
9015475,Simon M. Huttegger
9015476,Kevin J. S. Zollman
9015477,Mrinal K. Ghosh
9015479,David W. K. Yeung
9015489,Harry Zheng
9015497,Mingyi Hong
9015511,The Anh Han
9015560,Luca Lambertini
9015599,Xinmin Liu
9015600,Kangkang Lin
9015601,Lei Wang
9015602,Hongkun Zhang
9015621,Martin Golubitsky
9015653,Xuan Zhao
9015729,Kalle Lyytinen
9015737,Martin Jetter
9015768,Hajo A. Reijers
9015779,Maximilian Röglinger
9015789,Steffen Zimmermann
9015818,Marcel Philipp Müller
9015820,Bernd Heinrich
9015872,Nicolas Bissantz
9015962,Katrin Maria Wyrtki
9015967,Peter Mertens
9016004,Niklas Kühl
9016032,Amador Durán
9016062,Detlef Schoder
9016065,Kai Fischbach
9016148,Winfried Lamersdorf
9016162,An Caris
9016187,Usman Qamar
9016189,Saba Bashir
9016190,Farhan Hassan Khan
9016225,Michael D. Myers
9016247,Franz Lehner 0001
9016272,Wolfgang Nebel
9016299,Edy Portmann
9016340,Marco Comuzzi
9016348,Sven Schade
9016353,Begoña Martínez-Salvador
9016354,Mar Marcos
9016359,Martin Wiener
9016442,Heike Wehrheim
9016480,Peter Trkman
9016483,Andreas L. Opdahl
9016485,Stefan Pickl
9016539,Wolfgang W. Bein
9016581,Peter Stahlknecht
9016583,Fred D. Davis
9016685,Peter Gluchowski
9016721,Rocco Aversa
9016723,Salvatore Venticinque
9016726,Faîçal Felhi
9016768,Jaafar Gaber
9016769,Pietro Cipresso
9016770,Andrea Gaggioli
9016772,Giuseppe Riva
9016804,Francky Catthoor
9016813,Hamid Sarbazi-Azad
9016854,Klara Nahrstedt
9016863,Han-Chieh Chao
9016914,Denis do Rosário
9016916,Eduardo Cerqueira
9016921,Cinzia Cappiello
9016923,Barbara Pernici
9016966,Yves Vanrompay
9016967,Tim Smits
9016968,Yolande Berbers
9017028,Sumit Kumar Banshal
9017103,Kun Ding
9017127,Christian Gumpenberger
9017128,Ambros Wernisch
9017129,Juan Gorraiz
9017157,Kailash Chandra Garg
9017216,Loet Leydesdorff
9017259,Alireza Abbasi
9017269,Suresh Kumar
9017280,Aparna Basu
9017282,Taniya Seth
9017398,Paulo Cesar Masiero
9017413,José Carlos Maldonado
9017476,Claudio Esperança
9017491,Fathi E. Abd El-Samie
9017559,Cláudio Leonardo Lucchesi
9017569,Jean-François Couchot
9017572,Silvio Ranise
9017601,Marcos André Gonçalves
9017606,Hemerson Pistori
9017616,Thiago Alexandre Salgueiro Pardo
9017647,André Carlos Ponce de Leon Ferreira de Carvalho
9017730,Marisa Gutierrez
9017749,Anamaria Martins Moreira
9017833,Mitre Costa Dourado
9017834,Fábio Protti
9017910,João Batista S. de Oliveira
9017915,Pablo De Caria
9017930,David Sankoff
9017978,Javam C. Machado
9018074,Victor A. E. de Farias
9018109,Jürgen Münch
9018129,Andréa Magalhães Magdaleno
9018295,Altigran Soares da Silva
