:ID,author:string
9285490,Bocheng Zhu
9285517,Nan Xia
9285665,Franco Perazzoni
9285666,Paula Bacelar-Nicolau
9285682,Pascal Neis
9285683,Alexander Zipf
9285691,Fu Chen
9285724,Joan Masó-Pau
9285726,Xavier Pons
9285799,Jun Li 0009
9285800,Antonio Plaza
9285940,Duccio Rocchini
9286059,Cristina Reyes-Carmona
9286176,Qingsheng Liu
9286303,Xiaodong Zhang 0016
9286397,Mariagrazia Graziano
9286480,Andrea Baraldi 0001
9286483,Chengqi Cheng
9286752,Zhenlong Li
9286794,Saro Lee
9286795,Bo Chen 0015
9286826,Eric Ariel L. Salas
9286890,Bai Zhang
9287171,Ping Ren
9287303,Kaixuan Fan
9287506,Stuart R. Phinn
9287529,Shunping Ji
9287594,Miguel Sales Dias
9287595,Alaitz Zabala
9287811,Ignazio Gallo
9287829,Shuwei Chen
9288063,Taylor Anderson
9288073,Andreas Züfle
9288232,Gaofei Yin
9288233,Ainong Li
9288238,Huaan Jin
9288239,Jinhu Bian
9288289,Xiaoyu Xing
9288315,Jiajun Liu
9288410,Mingming Jia
9288562,Yanyou Qiao
9288580,Kun Fang
9288646,Yuanhui Wang
9288752,Steffen Koch 0001
9288796,Yongji Wang
9288955,Muhammad Bilal 0002
9289077,Alexander Kotsev
9289249,Tan Tang
9289279,René Forsberg
9289280,Arne Vestergaard Olesen
9289389,Didier Josselin
9289459,Xiaochuan Ma
9289476,Shengli Wang
9289560,Xiaobai Angela Yao
9289664,Qingshan Jiang
9289858,Kun Fu
9289863,Stanislav Sobolevsky
9290116,Cornel Paunescu
9290117,Konstantinos Apostolopoulos
9290118,Florin Nache
9290163,Maarten Vanhoof
9290451,Zhen-Hua Feng
9290551,Xiaoyi Shao
9291063,Klaus Reicherter
9291081,Michael E. Hodgson
9291306,Qunqi Wu
9291307,Zilin Chen
9291308,Yaqun Gao
9291326,Xiaohui Su
9291429,Qimin Cheng
9291460,Bingfang Wu
9291461,Nana Yan
9291511,Xuebin Wei
9291527,Liang Zhan
9291575,Lukas Loos
9292124,Catherine Jarnevich
9292182,Feifei Pan
9292203,Jean-Michel Martinez
9292220,Zbigniew Smoreda
9292330,Chris R. Johnson 0001
9292370,Ming-Shih Chen
9292383,Josaphat Tetuko Sri Sumantyo
9292399,Qing Xu 0005
9292477,Guohua Geng
9292570,Michael Auer
9292642,Claudia Piesche
9292731,Markus Metz
9292732,Luca Delucchi
9293276,Zhonghua Hong
9293279,Yun Zhang 0012
9293280,Yanling Han
9293392,Huixin Zhang
9293559,Nam Thang Ha
9293560,Merilyn Manley-Harris
9293562,Ian Hawes
9293968,Maxim Bruckheimer
9293969,Abraham Arcavi
9293983,Sharona T. Levy
9293984,David Mioduser
9294234,Richard Lesh
9294426,Gonzalo Lorenzo
9294480,Christian D. Schunn
9294632,Laura De Miguel
9294720,Varun Kumar Sharma
9294874,Shuang Wu
9294924,Vikas Yadav
9294930,Jung-Taek Seo
9295015,Koichi Wada
9295023,Beat Gfeller
9295050,Ying Xuan
9295174,M. Mazhar Rathore
9295175,Tariq Sharif
9295176,Naeem Iqbal Ratyal
9295188,Imran A. Pirwani
9295254,Jing (Selena) He
9295473,Yuxin Mao
9295487,Karen Holtzblatt
9295629,Lynne Baillie
9295734,Connor Graham
9295775,Kuinam J. Kim
9295794,Martin R. Gibbs
9296141,Luigi Gallo
9296194,Shaohan Hu
9296275,Marianna Obrist
9296292,Ernö Kovacs
9296300,Judy Kay
9296310,Harri Oinas-Kukkonen
9296316,Stuart Cunningham 0001
9296326,Thomas R. G. Green
9296432,Elhadj Benkhelifa
9296464,Pedro Branco 0001
9296470,Rod McCall
9296473,Anne-Kathrin Braun
9296541,Mikel Zorrilla
9296545,Julián Flórez 0001
9296563,Tim J. Smith
9296751,Angelo Gaeta
9296752,Pierluigi Ritrovato
9296861,Alarith Uhde
9296862,Marc Hassenzahl
9296957,James F. Knight
9296983,Mark J. Perry
9297051,Bradley J. Rhodes
9297246,Barbara Maria Grüter
9297343,Linwei Fan
9297354,Chris Aggelopoulos
9297406,Shumin Zhai
9297415,Rainer Stiefelhagen
9297459,Chang-Won Jeong
9297509,Chu Luo
9297532,Jadwiga Indulska
9297657,Bachar El-Hassan
9297861,Ioannis Doumanis
9297940,Julia E. W. C. van Gemert-Pijnen
9297950,Oliver Bimber
9297984,Dani Korpi
9298055,Antonio Rizzo
9298194,Maria José Escorihuela
9298195,Yann H. Kerr
9298196,Patricia de Rosnay
9298198,Jean-Pierre Wigneron
9298199,Jean-Christophe Calvet
9298228,Lorenzo Bruzzone
9298238,José M. Bioucas-Dias
9298256,Esra Erten
9298314,Gangyao Kuang
9298315,Xiaorun Li
9298377,Tao Su
9298431,Hanseok Ko
9298438,Guosheng Zhang
9298454,Chunheng Wang
9298456,Baihua Xiao
9298467,Zhiliang Zhu 0002
9298580,Zhengxin Zhang
9298665,Urs Wegmüller
9298692,Yue Wang 0001
9298704,Zhengyu Zhao 0002
9298706,Moran Liu
9298727,Francesca Bovolo
9298733,Yue Li 0003
9298748,Jian Yang 0011
9298754,Jakov V. Toporkov
9298766,Allan Aasbjerg Nielsen
9298823,Pengyuan Zhang
9298897,Fei Hu 0002
9298929,Yonggang Ji
9299085,Shuyuan Yang
9299142,Chenglu Wen
9299152,Zhongyu Li
9299198,Guoji Zhang
9299223,Siheng Wang
9299263,Yishu Xu
9299317,Chunhong Pan
9299330,Wooil M. Moon
9299356,Zhiwei Yang 0001
9299401,Alejandro C. Frery
9299406,Paolo Braca
9299417,Weiming Tian
9299444,Xiaohui Peng 0001
9299445,Yayun Cheng
9299462,Peijun Du
9299490,Raffaele Solimene
9299506,Xiaoxiong Xiong
9299558,Zoltan Szantoi
9299637,Heiko Balzter
9299649,Yanan Tian
9299693,Catherine Prigent
9299788,Hui Bi
9299826,Amit Agarwal 0006
9299831,Aditya Challa
9299833,Sravan Danda
9299876,Jing Li 0018
9299894,Di Long
9299903,David A. Clausi
9300126,Michael H. Cosh
9300154,Hyung-Chul Lim
9300167,Xingyu Fu
9300175,Zhenzhong Chen
9300224,Junjun Yin 0001
9300240,Haitao Yin
9300312,Dong Li 0007
9300363,Xiaoli Ding
9300387,Yanting Wang
9300424,Rudolf Richter
9300427,Holger Nies
9300517,S. L. Happy
9300546,Sei-Ichi Saitoh
9300562,Xiaozhang Zhu
9300724,Nicolas Reul
9300879,Bin Liu 0047
9300880,Jinghang Yue
9300881,Zhiwu Zuo
9300882,Xinji Xu
9300883,Senlin Yang
9300892,Jochen Horstmann
9300938,Chuanzhao Han
9300944,Joel T. Johnson
9301022,Nathan Jacobs
9301069,Xiaofeng Li 0001
9301080,Ugur Halici
9301141,Ruijin Jin
9301218,Zaiping Lin
9301245,Jiayuan Lin
9301300,Zhiqiang Sun
9301437,Lei Ran
9301438,Tao Li 0009
9301464,Koray Kayabol
9301468,Jianmin Li
9301514,Qinghua Xie
9301552,Yuei-An Liou
9301583,Yipeng Li
9301657,Ganggang Dong
9301693,Shangbo Zhou
9301729,Christoph Rasche
9301766,Ling Zhang 0003
9301767,Chenlu Shi
9301768,Jiong Niu
9301834,Paul A. Hwang
9301857,Chien-Ping Chang
9301861,Yulan Guo
9301917,Taejin Park
9301991,Pengfei Liu 0002
9302008,Anne H. Schistad Solberg
9302020,Yuchao Dai
9302086,Ruizhi Liu
9302149,Hao Hu 0002
9302175,Mirko van der Baan
9302235,Xiaobo Shen 0001
9302291,Zongxu Pan
9302316,Zhaocheng Wang 0002
9302317,Xiaoya Fu
9302332,Chunjuan Bo
9302333,Huchuan Lu
9302334,Dong Wang 0004
9302413,Jeffrey D. Ouellette
9302457,Alireza Tabatabaeenejad
9302475,Zhou Li 0002
9302515,Roberto Henry Herrera
9302521,Guoliang Fan
9302531,Stefano Tubaro
9302585,Haitao Guo
9302592,Peng Li 0035
9302601,Shengbo Ye
9302613,Frederick W. Chen
9302642,Yazhou Zhang
9302663,Gaël Rigaud
9302670,Tazio Strozzi
9302690,Geoffrey M. Henebry
9302739,Zhiqin Zhao
9302746,Li Shen 0004
9302798,Yuxin Hu
9302836,Frédéric Pascal 0001
9302868,Zheng-Shu Zhou
9302869,Peter A. Caccetta
9302929,Omar M. Ramahi
9302962,Zhixi Feng
9302963,Shigang Wang
9303184,Hong Tang 0002
9303186,Yang Shu
9303251,Moacir Ponti
9303269,Kacem Chehdi
9303315,Shuanggen Jin
9303366,Pompilio Araujo
9303372,Shibiao Xu
9303374,John J. Qu
9303375,Xianjun Hao
9303457,Jan I. H. Askne
9303482,Yunhao Chen
9303565,Qiang Xing
9303651,Aisheng Wu
9303668,William Barnes
9303745,Yunchang Cao
9303749,Alexander G. Fore
9303750,Simon H. Yueh
9303751,Bryan W. Stiles
9303752,Wenqing Tang
9303906,Jie Guang
9303970,Maxim Shoshany
9304007,Xiangchu Feng
9304048,Terhikki Manninen
9304049,Emmihenna Jääskeläinen
9304070,Md. Arfan Ali
9304102,Li Liu 0002
9304123,Patrik B. G. Dammert
9304129,W. Linwood Jones
9304241,Liangbing Chen
9304256,Gaofeng Meng
9304501,Jun Pan
9304502,Zhi-Kang Ni
9304503,Zhijie Zheng
9304520,Baodi Liu
9304762,Huilin Zhou
9304798,Bo Lu
9304910,Fanlei Meng
9304939,Jianping Shi
9304970,Xuguang Tang
9305036,Suelynn Choy
9305100,Ze Yu
9305173,Jinfei Wang
9305275,Huixin Zhou
9305311,David Frantz
9305372,Ruochen Liu
9305403,Marcio Carneiro Brito Pache
9305404,Gabriel Kirsten Menezes
9305424,Ferran Marqués
9305532,Xiaodong Huang 0004
9305565,Ling Hong
9305626,Zigang Li
9305628,Jean Philippe Ovarlez
9305724,Jiong Chen
9305725,Yilun Chen
9305835,Dongwen Yang
9305853,Dominik Brunner
9305854,Guido Lemoine
9305934,Sylvie Labroue
9305946,Adrià Descals
9305979,Le Ru
9306064,Feifei Peng
9306134,Qiming Gu
9306231,Zhangyu Dong
9306330,Zhaomin Rao
9306405,Mariano Bresciani
9306411,Okke Batelaan
9306550,Yong Guo
9306591,Thomas King
9306648,Wenjing Cao
9306654,Vahid Nayyeri
9306657,Haojin Tang
9306658,Yanshan Li
9306908,Jiang Zhu
9307013,Qing-Huo Liu
9307039,Francescopaolo Sica
9307045,Wojciech Czaja
9307307,Ming Lu
9307336,Zheng Chang 0003
9307626,Ziqi Song
9307684,Adamo Ferro
9307687,Jie Yu 0009
9307787,Yiping Duan
9307788,Ricardo C. Farias
9307831,Luis Gómez 0001
9307846,Li-Yang Shao
9307882,Haipeng Zhao
9308089,Edward Ng
9308162,Jianchao Yang
9308163,Donghang Yu
9308164,Daoji Li
9308206,Qingxiao Yu
9308207,Can Yuan
9308208,Zhuang Fu
9308225,Joanne Pransky
9308278,Francisco Valero 0001
9308279,Vicente Mata
9308398,Behzad Bayat
9308405,Liam Paull
9308577,S. Shankar Sastry
9309086,Zewei Fang
9309125,Xiangdong Jiao
9309126,Dongyao Wang
9309127,Qin Chu
9309208,Tao Wang 0011
9309341,Na Lv
9309398,Wenwei Yu
9309441,Liwen Wang
9309912,Maurice E. Dawson
9309984,Hsiao-Chuan Wang
9309995,Da-Huei Lee
9309996,Fu-Jhong Yang
9309997,Wan-Ting Weng
9310043,Abdul Rehman Gilal
9310046,Shuib Basri
9310096,MoonBae Song
9310125,Yung-Chi Wang
9310141,Chien-Cheng Tseng
9310148,Wen C. Pai
9310150,Chun-Chia Wang
9310248,William C. Chu
9310310,Ki-Sik Kong
9310321,Shing-Tsaan Huang
9310363,Yue-Li Wang
9310508,Jian-Jia Chen
9310644,King-sun Fu
9310667,C. Y. Chen
9310669,Mehmet Emir Koksal
9310678,Pei-Yu Shih
9310679,Wen-Ku Su
9310680,Yaotsu Chang
9310881,Jimmy J. M. Tan
9310902,Y. H. Chin
9310935,Mingtao Pei
9310936,Yunde Jia
9311100,Lei Li 0005
9311104,Wen Chen 0003
9311133,Sheng-Chang Chen
9311192,Ki-Hoon Lee
9311225,Srimat T. Chakradhar
9311324,Ming-Huei Hsieh
9311341,Cemil Oz
9311539,Hsueh-Yi Lin
9311683,Moonju Park
9311719,Juntae Kim
9312112,Po-Ruey Lei
9312113,Ing-Jiunn Su
9312117,Dongsun Kim 0001
9312366,Tyng-Ruey Chuang
9312383,Jen Nan Chen
9312410,Zong-Yi Chen
9312411,Jiunn-Tsair Fang
9312481,Chong-Dao Lee
9312595,IlYoung Chung
9312596,Soon Young Jung
9312686,KwangJin Park
9312761,Hwansoo Han
9312843,Chunhua Yang 0002
9312894,Grzegorz M. Wójcik
9312946,Damian Rusinek
9312947,Bogdan Ksiezopolski
9313015,Adrian Piraszewski
9313144,Slawomir Kotyra
9313187,Grzegorz Dralus
9313199,Marco Verani
9313273,Zhaosong Lu
9313294,Refail Kasimbeyli
9313323,Amir Beck
9313393,Alfredo N. Iusem
9313442,Masaru Ito
9313516,Song Wang 0004
9313636,Laurent Hascoët
9313684,Timo Berthold
9313685,Gregor Hendel
9313840,Torsten Bosse
9313894,Changyu Wang
9313895,Wenling Zhao
9314040,Tanya Y. Berger-Wolf
9314093,John D. Lamb
9314229,Marcus Gallagher
9314260,Zefeng Chen
9314459,Julian Blank
9314460,Yashesh D. Dhebar
9314475,Ester Bernadó-Mansilla
9314575,Arnab Sinha
9314584,Genghui Li
9314658,Qiang Yang 0008
9314660,Zhaoshui He
9314725,Kwang Ryel Ryu
9314786,Jianlei Zhang
9314795,Mario A. Muñoz
9314832,Anthony J. Bagnall
9314902,Rafael Lahoz-Beltra
9314934,Tomoharu Nakashima
9314995,Zhiwei Xu 0004
9315066,Mengzhen Huo
9315151,Wenjun Wang 0003
9315197,Graeme C. Dandy
9315207,Maurizio Palesi
9315233,James L. McClelland
9315267,Laurie Rowell
9315268,Lisa Neal
9315359,T. Grandon Gill
9315372,Allison Rossett
9315972,Marc Erich Latoschik
9315996,Albert A. Rizzo
9316140,Jeremy N. Bailenson
9316201,Joey J. Lee
9316386,Tilo Hartmann
9316503,Sarah H. Creem-Regehr
9316620,Feihu Zhang
9316622,Dhiraj Gulati
9316674,Chengyang Zhang
9316773,Maike Buchin
9316813,Tobias Emrich
9316882,Alexis Drogoul
9316891,Yongqi Chen
9316921,Wan D. Bae
9316922,Shayma Alkobaisi
9316974,Thomas Bernecker
9316975,Shiming Zhang
9316990,Sada Narayanappa
9317223,Romualdo Pastor-Satorras
9317884,Joeri Schasfoort
9317885,Antoine G. Godin
9317886,Dirk Bezemer
9317887,Alessandro Caiani
9317888,Stephen Kinsella
9317938,Helong Liu
9317954,Pedro A. Ortega
9317956,Duccio Fanelli
9318038,Philippe Collard
9318118,Wenjian Yu
9318139,Chung-Ching Tai
9318239,Guofeng Zhang 0001
9318355,Bin Wang 0021
9318356,Bin Chan
9318400,Huagen Wan
9318530,Shih-Ching Yeh
9318626,Qingqing Wang
9318722,Aimin Hao
9318872,Mutlaq B. Alotaibi
9318877,Parmeet Kaur
9318889,Teruaki Hayashi
9318990,Toyohide Watanabe
9319066,Djamila Hamdadou
9319203,S. M. Lo
9319210,Seshadhri Srinivasan
9319284,Pushpendra Kumar Rajput
9319423,Syed Ali Jafar
9319425,Michael Luby
9319429,Shuo-Yen Robert Li
9319442,Igal Sason
9319447,Neri Merhav
9319457,Anelia Somekh-Baruch
9319613,Jaesik Jeong
9319643,Daniel de Oliveira 0001
9319806,Ole Sejer Iversen
9319969,Jichen Zhu
9319976,Aline Paes
9320553,Cath Everett
9320828,Juan Carlos Martínez-García
9320840,Y. J. Huang
9320982,Rasiah Loganantharaj
9320983,Laurent Kneip
9321105,Tamás Roska
9321334,Matthew J. Rutherford
9321543,A. Frank van der Stappen
9321643,Paolo Gallina
9321669,Jean-Marc David
9321670,Jean-Paul Krivine
9321671,Jean-Pierre Tiarri
9321672,Benoît Ricard
9321751,Niki Martinel
9321760,Qin Gao
9321801,Klaus Janschek
9321807,Rupp Carriveau
9321885,Antonio Tornambè
9321948,Richard Colbaugh
9321949,Kristin Glass
9322266,Sheng Mao
9322311,Yoh-Han Pao
9322351,Jiangbo Zhao
9322432,Uvais Qidwai
9322476,Botao Zhong
9322574,Takashi Tsubouchi
9322909,Jun Huang 0006
9323033,Christian A. Mueller
9323149,Giuseppe Conte
9323341,Yasumichi Aiyama
9323497,Miao Wu
9323735,Wanchun Chen
9323864,Bernhard Rinner
9324019,Tiemin Li
9324042,De-Wei Wu
9324052,Petko Hr. Petkov
9324061,John F. Gardner
9324151,Murat Genctav
9324167,Matteo Rossi
9324381,Michael Kontitsis
9324443,Abd El Rahman Shabayek
9324775,Masami Ito
9324922,Keith Wright
9324973,Mary Helen Fagan
9324974,Stern Neill
9324975,Barbara Ross Wooldridge
9325230,Houn-Gee Chen
9325231,Richard W. Scamell
9325479,Werner Mellis
9325792,Narcyz Roztocki
9326095,Gaurav Raina
9326210,Yuanzhen Feng
9326258,Keqin Gu
9326259,Iasson Karafyllis
9326264,Er-Wei Bai
9326299,Ezra Zeheb
9326319,Victor Magron
9326365,Frédéric Gouaisbaut
9326404,Xiufeng Miao
9326405,Longsuo Li
9326406,Pedro Luis Dias Peres
9326474,Anna Maria Perdon
9326477,Michel Malabre
9326490,Nguyen Trung Dzung
9326501,Tohru Kohda
9326512,Minjie Shi
9326585,Zahra Rahmani
9326595,Hamid Reza Marzban
9326596,Sayyed Mohammad Hoseini
9326609,Marko Antonio Rojas-Medar
9326619,Elham Hadadiyan
9326724,Gaetana Gambino
9326733,Chunhai Kou
9326802,Zoltán Porkoláb
9326877,Zsolt Gazdag
9326886,Ki Hang Kim
9326887,Fred W. Roush
9327065,Masashi Katsura
9327066,Tibor Dudás
9327067,Eugen Czeizler
9327069,Viktória Zsók
9327176,Le Hoi
9327204,Heikki Mannila
9327290,Gabor Kecskemeti
9327697,Andreas A. Veglis
9327871,Muhammad Tafseer Haider
9327872,Muhammad Usman Hadi
9327964,Amro Al-Said Ahmad
9328190,Tejal Shah
9328407,Maria Maleshkova
9328548,Dmitry Kuznetsov
9328619,Marco Polverini
9328620,Antonio Cianfrani
9328663,Jan Trienes
9328694,Danfeng Yao
9328781,Greg Newman
9328784,Thomas J. Stohlgren
9328878,Xavier Hesselbach
9329056,Jinyi Guo
9329256,Ha Yoon Song
9329333,Evgeny Nikulchev
9329395,Mahdi H. Miraz
9329673,Pedro A. Szekely
9329783,Eman AbuKhousa
9329808,Bogdan Cautis
9329834,Makan Pourzandi
9329848,Vijay Ganesh
9329875,Rui Tan
9329880,Antony Edwards
9329881,Xiaolan Zhang 0001
9329889,Mahesh V. Tripunitara
9329915,Karthick Jayaraman
9329917,Jung Hee Cheon
9329933,Albert Levi
9329934,M. Ufuk Çaglayan
9329984,Simon Birnbach
9329985,Richard Baker 0008
9330007,Chanathip Namprempre
9330017,Von Welch
9330038,Valentina Ciriani
9330069,Steve Barker
9330203,Lee Pike
9330217,Vinod Vaikuntanathan
9330244,Leon J. Osterweil
9330288,Omer Reingold
9330294,Rachel Greenstadt
9330305,Konstantine Arkoudas
9330344,Xinran Wang
9330656,Evaggelos Geraniotis
9330911,Bart Rienties
9330912,Dirk T. Tempelaar
9331055,Antony Bryant
9331101,Piero Spinnato
9331163,Brij Bhooshan Gupta
9331416,Tawfik Al Hadhrami
9331477,Fabien Duchateau
9331534,Stéphane Jean
9331651,Christopher Brewster
9331692,Simon Gottschalk 0001
9331718,Thomas Ertl
9331911,Fethi A. Rabhi
9331923,Peter Haase 0001
9331965,Margaret-Anne D. Storey
9331970,Michael Sioutis
9331975,Ruben Taelman
9332101,Diderik Batens
9332106,Jérôme Dokic
9332497,Zachary Horne
9332508,Jan C. Schmidt
9333277,Alan Baker
9333634,María Alvarez
9333678,Aydin Mohseni
9333712,Ian Harmon
9333780,Angelo Gilio
9334236,Jonathan Waskan
9334237,Joseph Spino
9334238,John Clevenger
9334382,Luca Zanetti
9334674,Carlo Nicolai
9335150,Sen Cheng
9335160,Robert M. Corless
9335389,Tai-Won Um
9335425,Kentaro Tanaka
9335457,Silvia Figueira
9335482,Suresh Purini
9335510,Shunmei Meng
9335548,Bruno Defude
9335570,Neil Caithness
9335571,Michel Drescher
9335572,David Wallom
9335620,Hao Che
9335652,Yanghe Feng
9335695,Haiying Sun
9335696,Junfeng Sun
9335757,Giovanni Giuliani
9335772,Radu Calinescu
9336231,Ravi Vijaya Satya
9336243,Ted Selker
9336255,C. William Gear
9336256,Mohsen Ahmadvand
9336319,Anneliese Amschler Andrews
9336435,Ladan Tahvildari
9336437,David M. Jackson 0001
9336450,Thomas N. Pyke Jr.
9336552,Yiling Lou
9336554,Dan Hao 0001
9336579,Florian Niedermeier
9336739,Jacques Klein
9336749,Yue Jia 0001
9336839,Jie Huang 0001
9336930,Christian Wolf 0001
9337014,Yaoyao Wen
9337015,Feifei Li
9337156,Dongdong Wang
9337215,Hicham Bensaid
9337235,Asma El Hamzaoui
9337609,Zheng Lai
9337610,Chuansheng Wang
9337984,Mohamad Malli
9337986,Ahmad Fadlallah
9338064,Md. Haider Ali
9338153,Helmut Länger
9338154,James F. Korsh
9338348,Youssef Boudabbous
9338434,Damir D. Dzhafarov
9338448,Ales Pultr
9338580,Christian Rathgeb
9338582,Pawel Drozdowski
9338737,Francisco Troncoso-Pastoriza
9338917,Xiaohe Wu
9338960,Nicolas Buchmann
9339172,Sebastian Ullrich 0001
9339240,Markus Wacker
9339241,Marcus A. Magnor
9339289,Bruno Arnaldi
9339410,Joel R. Tetreault
9339520,Hui Shi 0001
9339555,Richard P. Muller
9339592,Makoto Matsumoto
9339623,Jerzy Wasniewski
9339663,Alan H. Karp
9339717,Jan G. Verwer
9339750,G. W. Stewart
9339751,Richard H. Bartels
9339791,Tateaki Sasaki
9339830,Danny C. Sorensen
9339871,Fredrik Johansson 0001
9339953,Robert D. Skeel
9339962,Aaron L. Fogelson
9340025,Michael T. Heath
9340034,Philip E. Gill
9340054,Martin Berzins
9340061,Andrey N. Chernikov
9340077,Marco Vianello
9340082,Andrew J. Sommese
9340225,James E. Smith 0001
9340239,Tobin A. Driscoll
9340310,Ove Edlund
9340426,Xia Ji
9340438,J. A. C. Weideman
9340694,Yongkang Zhu
9341129,L'ubomíra Balková
9341147,Haroon Mohamed Barakat
9341241,Vladimír Drozen
9341242,Pavel Nádvorník
9341250,Kai Cao
9341274,Tomás Horváth
9341339,Petr Tichavský
9341400,Hongtao Liang
9341434,Helena Ferreira
9341435,Luísa Pereira
9341449,Jan Flusser
9341460,Zuzana Masáková
9341516,Franco Pellerey
9341552,Dug Hun Hong
9341565,Hansheng Wu
9341629,Igor Podlubny
9341631,Shutang Liu
9341767,Joos Heintz
9341800,Constantine A. Karybakas
9341801,Constantine A. Barbargires
9341841,Amir Gholami
9342154,Tatiana V. Guy
9342157,Hui Ye
9342209,M. W. Warner
9342342,Houria Bourdache-Siguerdidjane
9342350,A. Votruba
9342351,V. Houda
9342352,V. Matejícek
9342408,Ioan M. Stancu-Minasian
9342411,Zbynek Koldovský
9342546,Michail M. Konstantinov
9342570,Yu Xing
9342610,Laura Menini
9342665,Umberto Viaro
9342754,Basilio Del-Muro-Cuéllar
9342807,Stefan Rank
9343076,Luc Emering
9343129,Lina Massone
9343169,Timothy W. Bickmore
9343291,P. C. Wu
9343327,X. Xu
9343401,Jose Luis Fernandez-Marquez
9343527,Nicoletta Fornara
9343722,Charalampos Tampitsikas
9343960,Terry Caelli
9343974,Sandra Carberry
9344038,Leah Schroeder
9344329,Norlaily Yaacob
9344433,Yoon Kah Leow
9344434,Ali Akoglu
9344550,Christophe Wolinski
9344602,Dennis R. E. Gnad
9344737,Peter Athanas
9344835,Kristin E. Lauter
9344856,N. Nalla Anandakumar
9344857,M. Prem Laxman Das
9344858,Mohammad S. Hashmi
9344912,Máire O'Neill
9344968,Amir Moradi 0001
9345075,Xiaozhe Shao
9345114,Cory Schaeffer
9345234,Mark Norman
9345312,Tony Petruzzi
9345313,Mary Frances Burns
9345463,Nosheen Fatima Warraich
9345618,Nguyen Dong Yen
9345672,James Saunderson
9345681,Bevil Milton Glover
9345712,Jane J. Ye
9345725,Victor I. Kolobov
9345738,Ting Kei Pong
9345801,Eldad Haber
9345858,Gabriele Eichfelder
9345862,Hsiao-Han Chao
9345863,Zsolt Páles
9345894,Lili Pan
9345914,Guoyin Li 0001
9346042,Amitabh Basu
9346054,Marco Di Summa
9346091,Amit Singer
9346099,Isao Yamada
9346116,Jean-François Aujol
9346119,Éloi Bossé
9346307,N. Sukumar
9346378,Takumi Hayashi
9346383,Joseph Paat
9346410,Volker Krätschmer
9346414,Jiulin Wang
9346437,Klaus Ritter
9346438,Stefan Schäffler
9346442,Xudong Li 0004
9346511,Samet Oymak
9346698,Dennis Amelunxen
9346753,Juan Kuntz
9346754,Guy-Bart Stan
9346763,J. E. Martínez-Legaz
9346969,Fathi Essalmi
9347037,Mohamed Ali Khenissi
9347270,Carol O'Sullivan
9347321,Carl Kingsford
9347395,Alma Riska
9347396,Sophie N. Parragh
9347397,Fabien Tricoire
9347454,William Pettersson
9347479,Nika Haghtalab
9347490,Alvaro Sierra-Altamiranda
9347491,Hadi Charkhgard
9347502,Ron Shamir
9347546,Joshua Gluckman
9347644,Jianhui Wang 0001
9347667,Kurt Jörnsten
9347772,Edward M. Reingold
9347892,Bowen Du
9347895,Dan Gusfield
9347899,Michael J. Magazine
9347934,T. K. Feng
9347997,Mark W. Lewis
9348096,Alexandre Domingues Gonçalves
9348476,Mohammed Amin Almaiah
9348721,Ved P. Kafle
9348722,Yusuke Fukushima
9348742,Vincenzo Sciancalepore
9348847,Matti Hämäläinen
9348850,Daisuke Anzai
9348883,Roberto Canonico
9349071,Fumihiro Hasegawa
9349072,Hiroshi Nishimoto
9349073,Akihiro Okazaki
9349074,Atsushi Okamura
9349109,Bruno Cornaglia
9349181,Ingo Friese
9349219,Steven Tuecke
9349269,Frederica Free-Nelson
9349274,Stefano Ricciardi
9349292,Andrew S. Grimshaw
9349421,Chang-xiang Yan
9349422,Shu-rong Wang
9349423,Xue-ping Ju
9349443,Denise Dettmering
9349444,Christian Schwatke
9349445,Florian Seitz
9349475,Armel T. Kaptué
9349612,Claudia Giardino
9349620,Yulong Bao
9349621,Yuhai Bao
9349677,Gregory J. McDermid
9349711,Gregory P. Asner
9349802,Liang Zhao 0003
9349824,Akiko Hayashi
9349844,Limin Wang 0005
9349846,Lingbo Yang
9349876,Xinsheng Zhao
9349947,Abdoul Aziz Diouf
9349952,Wenjie Yin
9350042,Cheinway Hwang
9350199,Lihong Yu
9350200,Zhiqiang Cheng
9350204,Taifeng Dong
9350210,Chunhua Liao
9350336,L. Monika Moskal
9350394,Alireza Arabameri
9350468,Jorge Pedro Galve
9350718,Yan Yin
9350746,Jukka Heikkonen
9350888,Herbert H. T. Prins
9350890,Willem F. de Boer
9350914,Xinpeng Wang
9351137,Baoshu Yin
9351166,Guanghua Qin
9351482,Wei Qiu
9351914,Sha Lu
9352024,John H. Prueger
9352125,Junyi Guo
9352374,Mathias Schardt
9352378,Guizhen Liu
9352411,Andrew K. Skidmore
9352626,John J. Yackel
9352627,Torsten Geldsetzer
9352628,Mallik Mahmud
9352629,Vishnu Nandan
9352806,Zhihao Qin
9353097,Song Sun
9353211,Sanath Sathyachandran Kumar
9353212,Niall P. Hanan
9353213,Lara Prihodko
9353214,Julius Y. Anchang
9353216,Wenjie Ji
9353217,Brianna Lind
9353671,Chao Wei
9353761,Kai Zeng
9353784,Palma Blonda
9353948,Daniel McGrath
9353949,Randall Bonnell
9353951,Hans-Peter Marshall
9354110,Shadi Oveisgharan
9354188,Munkhzul Dorjsuren
9354189,Chi-Han Cheng
9354251,Yongxiang Fan
9354312,Kyle R. Hogrefe
9354318,David H. Ward
9354417,Domenico Ciuonzo
9354508,Qing Xu 0009
9354509,Yongcun Cheng
